"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"2297",2296,25068,"Rundblad David","Rundblad","David","2013-14",23,"TOT","SE","D","D",17,0,1,1,-4,6,0,0,0,21,234,-0.2,0.2,0,-0.7,-0.3,-0.6,-1.5,"Sub_ 4288",5,3,"Rundblad David_2013-2014",2013,"2013-2014","Rundblad David","David ","Rundblad",700000,0.7,0,1.428571429,1.428571429,30,-5.714285714,334.2857143,0,1.428571429,1.428571429,30,-5.714285714,334.2857143,-0.723229950598167,-1.17078085192394
"2298",2297,25069,"Rundblad David","Rundblad","David","2014-15",24,"CHI","SE","D","D",49,3,11,14,17,12,3,0,0,58,627,1.1,2.9,4,2.2,3.6,0,5.8,"Sub_ 4288",5,4,"Rundblad David_2014-2015",2014,"2014-2015","Rundblad David","David ","Rundblad",573000,0.573,5.235602094,19.19720768,24.43280977,101.2216405,29.66841187,1094.240838,5.235602094,19.19720768,24.43280977,101.2216405,29.66841187,1094.240838,-0.781808048747791,-0.498431364256227
"2299",2298,25070,"Rundblad David","Rundblad","David","2015-16",25,"CHI","SE","D","D",9,0,2,2,-2,6,0,0,0,13,129,0.1,0.1,0.2,0.1,-0.2,0,-0.1,"Sub_ 4288",5,5,"Rundblad David_2015-2016",2015,"2015-2016","Rundblad David","David ","Rundblad",1000000,1,0,2,2,13,-2,129,0,2,2,13,-2,129,-0.584856490402205,-1.11906166056489
"2300",2299,25120,"Russell Kris","Russell","Kris","2011-12",24,"TOT","CA","D","D",55,6,6,12,12,25,6,0,0,56,936,0.9,3.3,4.3,1.5,4.1,0,5.7,"Sub_ 4295",9,5,"Russell Kris_2011-2012",2011,"2011-2012","Russell Kris","Kris ","Russell",1300000,1.3,4.615384615,4.615384615,9.230769231,43.07692308,9.230769231,720,4.615384615,4.615384615,9.230769231,43.07692308,9.230769231,720,-0.446483030206243,-0.601869746974338
"2301",2300,25121,"Russell Kris","Russell","Kris","2012-13",25,"STL","CA","D","D",33,1,6,7,6,9,0,1,0,41,530,0.2,1.9,2.2,0.2,2.5,0,2.7,"Sub_ 4295",9,6,"Russell Kris_2012-2013",2012,"2012-2013","Russell Kris","Kris ","Russell",760976,0.760976,1.31410189,7.884611341,9.198713231,53.8781775,7.884611341,696.4740018,1.31410189,7.884611341,9.198713231,53.8781775,7.884611341,696.4740018,-0.695105083568471,-0.860465703769614
"2302",2301,25122,"Russell Kris","Russell","Kris","2013-14",26,"CGY","CA","D","D",68,7,22,29,-11,15,3,4,0,109,1573,2.1,3,5,2.3,2.7,-0.3,4.7,"Sub_ 4295",9,7,"Russell Kris_2013-2014",2013,"2013-2014","Russell Kris","Kris ","Russell",1500000,1.5,4.666666667,14.66666667,19.33333333,72.66666667,-7.333333333,1048.666667,4.666666667,14.66666667,19.33333333,72.66666667,-7.333333333,1048.666667,-0.354234056742268,0.277356506129601
"2303",2302,25123,"Russell Kris","Russell","Kris","2014-15",27,"CGY","CA","D","D",79,4,30,34,18,17,3,1,0,111,1892,1.8,5.5,7.4,2.2,6.4,0,8.6,"Sub_ 4295",9,8,"Russell Kris_2014-2015",2014,"2014-2015","Russell Kris","Kris ","Russell",2600000,2.6,1.538461538,11.53846154,13.07692308,42.69230769,6.923076923,727.6923077,1.538461538,11.53846154,13.07692308,42.69230769,6.923076923,727.6923077,0.153135297309593,0.535952462924877
"2304",2303,25124,"Russell Kris","Russell","Kris","2015-16",28,"TOT","CA","D","D",62,4,15,19,-5,10,2,2,0,70,1431,0.8,2.1,2.8,1,2.7,0,3.7,"Sub_ 4295",9,9,"Russell Kris_2015-2016",2015,"2015-2016","Russell Kris","Kris ","Russell",2276882,2.276882,1.75678845,6.587956688,8.344745138,30.74379788,-2.195985563,628.491068,1.75678845,6.587956688,8.344745138,30.74379788,-2.195985563,628.491068,0.00409877827092981,-0.239835407460951
"2305",2304,25124,"Russell Kris","Russell","Kris","2015-16",28,"TOT","CA","D","D",62,4,15,19,-5,10,2,2,0,70,1431,0.8,2.1,2.8,1,2.7,0,3.7,"Sub_ 4295",9,9,"Russell Kris_2015-2016",2015,"2015-2016","Russell Kris","Kris ","Russell",323118,0.323118,12.37937843,46.42266912,58.80204755,216.6391225,-15.47422304,4428.722634,12.37937843,46.42266912,58.80204755,216.6391225,-15.47422304,4428.722634,-0.897064838683416,-0.239835407460951
"2306",2305,25141,"Rust Bryan","Rust","Bryan","2014-15",22,"PIT","US","RW","RW",14,1,1,2,-3,4,1,0,0,34,168,-0.1,0.1,-0.1,-0.9,0,0,-1,"Sub_ 4298",2,1,"Rust Bryan_2014-2015",2014,"2014-2015","Rust Bryan","Bryan ","Rust",640000,0.64,1.5625,1.5625,3.125,53.125,-4.6875,262.5,1.5625,1.5625,3.125,53.125,-4.6875,262.5,-0.75090464263736,-1.11906166056489
"2307",2306,25170,"Ruutu Tuomo","Ruutu","Tuomo","2011-12",28,"CAR","FI","C","C",72,18,16,34,-3,50,15,3,0,156,1185,2.7,1.2,3.9,3.3,2.1,-0.3,5.1,"Sub_ 4301",12,8,"Ruutu Tuomo_2011-2012",2011,"2011-2012","Ruutu Tuomo","Tuomo ","Ruutu",4400000,4.4,4.090909091,3.636363636,7.727272727,35.45454545,-0.681818182,269.3181818,4.090909091,3.636363636,7.727272727,35.45454545,-0.681818182,269.3181818,0.983376058485365,0.535952462924877
"2308",2307,25171,"Ruutu Tuomo","Ruutu","Tuomo","2012-13",29,"CAR","FI","C","C",17,4,5,9,-6,8,4,0,0,30,259,0.8,0,0.7,1.4,-0.1,0,1.3,"Sub_ 4301",12,9,"Ruutu Tuomo_2012-2013",2012,"2012-2013","Ruutu Tuomo","Tuomo ","Ruutu",4000000,4,1,1.25,2.25,7.5,-1.5,64.75,1,1.25,2.25,7.5,-1.5,64.75,0.798878111557416,-0.757027321051503
"2309",2308,25172,"Ruutu Tuomo","Ruutu","Tuomo","2013-14",30,"TOT","FI","RW","RW",76,8,16,24,-18,44,5,3,0,105,1107,0.5,0.6,1.2,-1,1,-0.3,-0.3,"Sub_ 4301",12,10,"Ruutu Tuomo_2013-2014",2013,"2013-2014","Ruutu Tuomo","Tuomo ","Ruutu",5000000,5,1.6,3.2,4.8,21,-3.6,221.4,1.6,3.2,4.8,21,-3.6,221.4,1.26012297887729,0.0187605493343247
"2310",2309,25172,"Ruutu Tuomo","Ruutu","Tuomo","2013-14",30,"TOT","FI","RW","RW",76,8,16,24,-18,44,5,3,0,105,1107,0.5,0.6,1.2,-1,1,-0.3,-0.3,"Sub_ 4301",12,10,"Ruutu Tuomo_2013-2014",2013,"2013-2014","Ruutu Tuomo","Tuomo ","Ruutu",3970513,3.970513,2.014852993,4.029705985,6.044558978,26.44494553,-4.533419233,278.8052828,2.014852993,4.029705985,6.044558978,26.44494553,-4.533419233,278.8052828,0.785277384154755,0.0187605493343247
"2311",2310,25173,"Ruutu Tuomo","Ruutu","Tuomo","2014-15",31,"NJD","FI","LW/RW","LW",77,7,6,13,-3,28,7,0,0,74,837,-0.1,1,0.9,0,1.4,-0.3,1.1,"Sub_ 4301",12,11,"Ruutu Tuomo_2014-2015",2014,"2014-2015","Ruutu Tuomo","Tuomo ","Ruutu",5000000,5,1.4,1.2,2.6,14.8,-0.6,167.4,1.4,1.2,2.6,14.8,-0.6,167.4,1.26012297887729,-0.550150555615282
"2312",2311,25173,"Ruutu Tuomo","Ruutu","Tuomo","2014-15",31,"NJD","FI","LW/RW","LW",77,7,6,13,-3,28,7,0,0,74,837,-0.1,1,0.9,0,1.4,-0.3,1.1,"Sub_ 4301",12,11,"Ruutu Tuomo_2014-2015",2014,"2014-2015","Ruutu Tuomo","Tuomo ","Ruutu",1000000,1,7,6,13,74,-3,837,7,6,13,74,-3,837,-0.584856490402205,-0.550150555615282
"2313",2312,25174,"Ruutu Tuomo","Ruutu","Tuomo","2015-16",32,"NJD","FI","LW","LW",33,0,1,1,-7,8,0,0,0,34,380,-0.9,0.3,-0.7,-2.7,0.4,0,-2.3,"Sub_ 4301",12,12,"Ruutu Tuomo_2015-2016",2015,"2015-2016","Ruutu Tuomo","Tuomo ","Ruutu",5000000,5,0,0.2,0.2,6.8,-1.4,76,0,0.2,0.2,6.8,-1.4,76,1.26012297887729,-1.17078085192394
"2314",2313,25174,"Ruutu Tuomo","Ruutu","Tuomo","2015-16",32,"NJD","FI","LW","LW",33,0,1,1,-7,8,0,0,0,34,380,-0.9,0.3,-0.7,-2.7,0.4,0,-2.3,"Sub_ 4301",12,12,"Ruutu Tuomo_2015-2016",2015,"2015-2016","Ruutu Tuomo","Tuomo ","Ruutu",1000000,1,0,1,1,34,-7,380,0,1,1,34,-7,380,-0.584856490402205,-1.17078085192394
"2315",2314,25187,"Ryan Bobby","Ryan","Bobby","2011-12",24,"ANA","US","RW","RW",82,31,26,57,1,53,26,3,2,204,1505,5.7,1.8,7.5,10.3,3.5,0.3,14,"Sub_ 4304",9,5,"Ryan Bobby_2011-2012",2011,"2011-2012","Ryan Bobby","Bobby ","Ryan",5562500,5.5625,5.573033708,4.674157303,10.24719101,36.6741573,0.179775281,270.5617978,5.573033708,4.674157303,10.24719101,36.6741573,0.179775281,270.5617978,1.51957321674472,1.72549386418315
"2316",2315,25188,"Ryan Bobby","Ryan","Bobby","2012-13",25,"ANA","US","RW","RW",46,11,19,30,3,17,9,2,0,101,763,2.4,0.9,3.3,3.4,1.1,0.2,4.6,"Sub_ 4304",9,6,"Ryan Bobby_2012-2013",2012,"2012-2013","Ryan Bobby","Bobby ","Ryan",3256098,3.256098,3.378276698,5.835205206,9.213481904,31.01872241,0.92134819,234.3295564,3.378276698,5.835205206,9.213481904,31.01872241,0.92134819,234.3295564,0.455757132268427,0.329075697488656
"2317",2316,25189,"Ryan Bobby","Ryan","Bobby","2013-14",26,"OTT","US","RW","RW",70,23,25,48,7,45,17,6,0,190,1181,4.8,1.3,6.1,8.7,1,-1.1,8.6,"Sub_ 4304",9,7,"Ryan Bobby_2013-2014",2013,"2013-2014","Ryan Bobby","Bobby ","Ryan",5562500,5.5625,4.134831461,4.494382022,8.629213483,34.15730337,1.258426966,212.3146067,4.134831461,4.494382022,8.629213483,34.15730337,1.258426966,212.3146067,1.51957321674472,1.26002114195165
"2318",2317,25190,"Ryan Bobby","Ryan","Bobby","2014-15",27,"OTT","US","RW","RW",78,18,36,54,5,24,14,4,0,221,1363,4.4,1.5,6,7.5,1.2,0,8.7,"Sub_ 4304",9,8,"Ryan Bobby_2014-2015",2014,"2014-2015","Ryan Bobby","Bobby ","Ryan",5562500,5.5625,3.235955056,6.471910112,9.707865169,39.73033708,0.898876404,245.0337079,3.235955056,6.471910112,9.707865169,39.73033708,0.898876404,245.0337079,1.51957321674472,1.57033629010598
"2319",2318,25191,"Ryan Bobby","Ryan","Bobby","2015-16",28,"OTT","US","RW","RW",81,22,34,56,-9,28,16,6,0,183,1391,5.2,0.8,6,8.9,1.5,1.7,12,"Sub_ 4304",9,9,"Ryan Bobby_2015-2016",2015,"2015-2016","Ryan Bobby","Bobby ","Ryan",6500000,6.5,3.384615385,5.230769231,8.615384615,28.15384615,-1.384615385,214,3.384615385,5.230769231,8.615384615,28.15384615,-1.384615385,214,1.9519902798571,1.67377467282409
"2320",2319,25192,"Ryan Derek","Ryan","Derek","2015-16",29,"CAR","US","C","C",6,2,0,2,1,2,1,1,0,5,73,0.2,0.1,0.4,0.3,0.3,-0.2,0.4,"Sub_ 4305",1,1,"Ryan Derek_2015-2016",2015,"2015-2016","Ryan Derek","Derek ","Ryan",600000,0.6,3.333333333,0,3.333333333,8.333333333,1.666666667,121.6666667,3.333333333,0,3.333333333,8.333333333,1.666666667,121.6666667,-0.769354437330155,-1.11906166056489
"2321",2320,25202,"Rychel Kerby","Rychel","Kerby","2015-16",21,"CBJ","US","LW","LW",32,2,7,9,5,15,2,0,0,32,304,0.4,0.5,0.9,1,1,0,2,"Sub_ 4310",2,2,"Rychel Kerby_2015-2016",2015,"2015-2016","Rychel Kerby","Kerby ","Rychel",437152,0.437152,4.575067711,16.01273699,20.5878047,73.20108338,11.43766928,695.4102921,4.575067711,16.01273699,20.5878047,73.20108338,11.43766928,695.4102921,-0.844467241483461,-0.757027321051503
"2322",2321,25222,"Ryder Michael","Ryder","Michael","2011-12",31,"DAL","CA","RW","RW",82,35,27,62,17,46,28,7,0,211,1425,6.7,2.2,8.9,11.2,3.2,-1.1,13.3,"Sub_ 4313",11,8,"Ryder Michael_2011-2012",2011,"2011-2012","Ryder Michael","Michael ","Ryder",3500000,3.5,10,7.714285714,17.71428571,60.28571429,4.857142857,407.1428571,10,7.714285714,17.71428571,60.28571429,4.857142857,407.1428571,0.568255677897479,1.98408982097842
"2323",2322,25223,"Ryder Michael","Ryder","Michael","2012-13",32,"TOT","CA","RW","RW",46,16,19,35,2,16,8,8,0,101,738,3.6,0.8,4.4,5.8,0.7,-0.3,6.2,"Sub_ 4313",11,9,"Ryder Michael_2012-2013",2012,"2012-2013","Ryder Michael","Michael ","Ryder",2048780,2.04878,7.809525669,9.273811732,17.0833374,49.29763079,0.976190709,360.2143715,7.809525669,9.273811732,17.0833374,49.29763079,0.976190709,360.2143715,-0.101112098454468,0.587671654283932
"2324",2323,25224,"Ryder Michael","Ryder","Michael","2013-14",33,"NJD","CA","RW","RW",82,18,16,34,-6,18,13,4,1,166,1294,2.2,1.6,3.7,2.6,2.2,-0.6,4.3,"Sub_ 4313",11,10,"Ryder Michael_2013-2014",2013,"2013-2014","Ryder Michael","Michael ","Ryder",3500000,3.5,5.142857143,4.571428571,9.714285714,47.42857143,-1.714285714,369.7142857,5.142857143,4.571428571,9.714285714,47.42857143,-1.714285714,369.7142857,0.568255677897479,0.535952462924877
"2325",2324,25225,"Ryder Michael","Ryder","Michael","2014-15",34,"NJD","CA","RW","RW",47,6,13,19,-1,30,6,0,0,89,681,0.9,0.9,1.8,-0.1,1.5,-0.3,1.2,"Sub_ 4313",11,11,"Ryder Michael_2014-2015",2014,"2014-2015","Ryder Michael","Michael ","Ryder",3500000,3.5,1.714285714,3.714285714,5.428571429,25.42857143,-0.285714286,194.5714286,1.714285714,3.714285714,5.428571429,25.42857143,-0.285714286,194.5714286,0.568255677897479,-0.239835407460951
"2326",2325,25234,"Saad Brandon","Saad","Brandon","2011-12",19,"CHI","US","LW","LW",2,0,0,0,0,0,0,0,0,3,28,-0.1,0,-0.1,0,0,0,0,"Sub_ 4317",5,1,"Saad Brandon_2011-2012",2011,"2011-2012","Saad Brandon","Brandon ","Saad",92500,0.0925,0,0,0,32.43243243,0,302.7027027,0,0,0,32.43243243,0,302.7027027,-1.00343620749499,-1.222500043283
"2327",2326,25235,"Saad Brandon","Saad","Brandon","2012-13",20,"CHI","US","LW","LW",46,10,17,27,17,12,9,0,1,98,757,2.1,1.4,3.5,3.6,3.3,-0.3,6.5,"Sub_ 4317",5,2,"Saad Brandon_2012-2013",2012,"2012-2013","Saad Brandon","Brandon ","Saad",617500,0.6175,16.19433198,27.53036437,43.72469636,158.7044534,27.53036437,1225.910931,16.19433198,27.53036437,43.72469636,158.7044534,27.53036437,1225.910931,-0.761282652152057,0.17391812341149
"2328",2327,25236,"Saad Brandon","Saad","Brandon","2013-14",21,"CHI","US","LW","LW",78,19,28,47,20,20,16,3,0,159,1271,3.8,1.8,5.7,7.1,4.2,-0.8,10.4,"Sub_ 4317",5,3,"Saad Brandon_2013-2014",2013,"2013-2014","Saad Brandon","Brandon ","Saad",842500,0.8425,22.55192878,33.23442136,55.78635015,188.7240356,23.7388724,1508.605341,22.55192878,33.23442136,55.78635015,188.7240356,23.7388724,1508.605341,-0.657502557005085,1.20830195059259
"2329",2328,25237,"Saad Brandon","Saad","Brandon","2014-15",22,"CHI","US","LW","LW",82,23,29,52,7,12,21,2,0,203,1415,4.5,2,6.5,8.4,3.5,-0.3,11.7,"Sub_ 4317",5,4,"Saad Brandon_2014-2015",2014,"2014-2015","Saad Brandon","Brandon ","Saad",832500,0.8325,27.62762763,34.83483483,62.46246246,243.8438438,8.408408408,1699.6997,27.62762763,34.83483483,62.46246246,243.8438438,8.408408408,1699.6997,-0.662115005678284,1.46689790738787
"2330",2329,25238,"Saad Brandon","Saad","Brandon","2015-16",23,"CBJ","US","LW","LW",78,31,22,53,1,14,25,6,0,233,1343,5.8,1.5,7.2,10.5,2.1,-0.2,12.4,"Sub_ 4317",5,5,"Saad Brandon_2015-2016",2015,"2015-2016","Saad Brandon","Brandon ","Saad",4000000,4,7.75,5.5,13.25,58.25,0.25,335.75,7.75,5.5,13.25,58.25,0.25,335.75,0.798878111557416,1.51861709874693
"2331",2330,25366,"Salomaki Miikka","Salomaki","Miikka","2015-16",22,"NSH","FI","RW","RW",61,5,5,10,-1,28,5,0,0,61,732,-0.3,0.8,0.4,-0.5,1.9,0,1.5,"Sub_ 4335",2,2,"Salomaki Miikka_2015-2016",2015,"2015-2016","Salomaki Miikka","Miikka ","Salomaki",842500,0.8425,5.934718101,5.934718101,11.8694362,72.40356083,-1.18694362,868.84273,5.934718101,5.934718101,11.8694362,72.40356083,-1.18694362,868.84273,-0.657502557005085,-0.705308129692448
"2332",2331,25380,"Salvador Bryce","Salvador","Bryce","2011-12",35,"NJD","CA","D","D",82,0,9,9,18,66,0,0,0,52,1657,-1,5.7,4.8,-2.1,10.7,0,8.6,"Sub_ 4338",13,10,"Salvador Bryce_2011-2012",2011,"2011-2012","Salvador Bryce","Bryce ","Salvador",2900000,2.9,0,3.103448276,3.103448276,17.93103448,6.206896552,571.3793103,0,3.103448276,3.103448276,17.93103448,6.206896552,571.3793103,0.291508757505555,-0.757027321051503
"2333",2332,25381,"Salvador Bryce","Salvador","Bryce","2012-13",36,"NJD","CA","D","D",39,0,2,2,-12,22,0,0,0,29,832,-0.8,1.1,0.3,-1.6,2.3,0,0.7,"Sub_ 4338",13,11,"Salvador Bryce_2012-2013",2012,"2012-2013","Salvador Bryce","Bryce ","Salvador",3000000,3,0,0.666666667,0.666666667,9.666666667,-4,277.3333333,0,0.666666667,0.666666667,9.666666667,-4,277.3333333,0.337633244237542,-1.11906166056489
"2334",2333,25382,"Salvador Bryce","Salvador","Bryce","2013-14",37,"NJD","CA","D","D",40,1,3,4,-2,29,1,0,0,24,812,-0.5,2,1.6,-1.4,3.7,0,2.3,"Sub_ 4338",13,12,"Salvador Bryce_2013-2014",2013,"2013-2014","Salvador Bryce","Bryce ","Salvador",3250000,3.25,0.307692308,0.923076923,1.230769231,7.384615385,-0.615384615,249.8461538,0.307692308,0.923076923,1.230769231,7.384615385,-0.615384615,249.8461538,0.452944461067511,-1.01562327784678
"2335",2334,25383,"Salvador Bryce","Salvador","Bryce","2014-15",38,"NJD","CA","D","D",15,0,2,2,-5,20,0,0,0,13,278,-0.1,0.3,0.2,-0.5,0.7,0,0.1,"Sub_ 4338",13,13,"Salvador Bryce_2014-2015",2014,"2014-2015","Salvador Bryce","Bryce ","Salvador",3250000,3.25,0,0.615384615,0.615384615,4,-1.538461538,85.53846154,0,0.615384615,0.615384615,4,-1.538461538,85.53846154,0.452944461067511,-1.11906166056489
"2336",2335,25436,"Samuelsson Philip","Samuelsson","Philip","2015-16",24,"ARI","SE","D","D",4,0,0,0,0,2,0,0,0,5,64,-0.1,0.1,0,-0.1,0.1,0,-0.1,"Sub_ 4346",3,3,"Samuelsson Philip_2015-2016",2015,"2015-2016","Samuelsson Philip","Philip ","Samuelsson",74193,0.074193,0,0,0,67.39180246,0,862.6150715,0,0,0,67.39180246,0,862.6150715,-1.01188021728102,-1.222500043283
"2337",2336,25526,"Santorelli Mike","Santorelli","Mike","2011-12",26,"FLA","CA","C","C",60,9,2,11,-10,18,7,2,0,117,744,0.1,0.5,0.6,-0.7,0.7,0,0,"Sub_ 4358",8,4,"Santorelli Mike_2011-2012",2011,"2011-2012","Santorelli Mike","Mike ","Santorelli",1600000,1.6,5.625,1.25,6.875,73.125,-6.25,465,5.625,1.25,6.875,73.125,-6.25,465,-0.308109570010281,-0.653588938333393
"2338",2337,25527,"Santorelli Mike","Santorelli","Mike","2012-13",27,"TOT","CA","C","C",34,2,2,4,-12,2,2,0,0,35,403,-0.4,-0.1,-0.5,-1.5,-0.3,0.7,-1,"Sub_ 4358",8,5,"Santorelli Mike_2012-2013",2012,"2012-2013","Santorelli Mike","Mike ","Santorelli",936585,0.936585,2.135417501,2.135417501,4.270835002,37.36980626,-12.812505,430.2866264,2.135417501,2.135417501,4.270835002,37.36980626,-12.812505,430.2866264,-0.614106333663295,-1.01562327784678
"2339",2338,25528,"Santorelli Mike","Santorelli","Mike","2013-14",28,"VAN","CA","C","C",49,10,18,28,9,6,10,0,0,91,910,1.8,1.6,3.3,3.6,3.6,-0.5,6.7,"Sub_ 4358",8,6,"Santorelli Mike_2013-2014",2013,"2013-2014","Santorelli Mike","Mike ","Santorelli",550000,0.55,18.18181818,32.72727273,50.90909091,165.4545455,16.36363636,1654.545455,18.18181818,32.72727273,50.90909091,165.4545455,16.36363636,1654.545455,-0.792416680696148,0.225637314770546
"2340",2339,25529,"Santorelli Mike","Santorelli","Mike","2014-15",29,"NSH","CA","C","C",79,12,21,33,0,14,11,0,1,145,1137,2,1.3,3.3,4.1,2.1,2,8.2,"Sub_ 4358",8,7,"Santorelli Mike_2014-2015",2014,"2014-2015","Santorelli Mike","Mike ","Santorelli",451612,0.451612,26.57148171,46.500093,73.07157471,321.0720707,0,2517.647892,26.57148171,46.500093,73.07157471,321.0720707,0,2517.647892,-0.837797640702016,0.484233271565821
"2341",2340,25530,"Santorelli Mike","Santorelli","Mike","2015-16",30,"ANA","CA","C","C",70,9,9,18,-4,8,8,1,0,81,706,1.1,0.8,1.9,1.6,0.9,0,2.5,"Sub_ 4358",8,8,"Santorelli Mike_2015-2016",2015,"2015-2016","Santorelli Mike","Mike ","Santorelli",875000,0.875,10.28571429,10.28571429,20.57142857,92.57142857,-4.571428571,806.8571429,10.28571429,10.28571429,20.57142857,92.57142857,-4.571428571,806.8571429,-0.642512098817189,-0.291554598820006
"2342",2341,25656,"Savard David","Savard","David","2013-14",23,"CBJ","CA","D","D",70,5,10,15,2,28,4,1,0,63,1248,0.7,2.9,3.7,1,2.4,0,3.4,"Sub_ 4381",5,3,"Savard David_2013-2014",2013,"2013-2014","Savard David","David ","Savard",709275,0.709275,7.049451905,14.09890381,21.14835572,88.823094,2.819780762,1759.543196,7.049451905,14.09890381,21.14835572,88.823094,2.819780762,1759.543196,-0.718951904453775,-0.446712172897172
"2343",2342,25657,"Savard David","Savard","David","2014-15",24,"CBJ","CA","D","D",82,11,25,36,0,71,8,3,0,112,1881,2.9,3.5,6.4,5.9,2.5,0,8.5,"Sub_ 4381",5,4,"Savard David_2014-2015",2014,"2014-2015","Savard David","David ","Savard",1300000,1.3,8.461538462,19.23076923,27.69230769,86.15384615,0,1446.923077,8.461538462,19.23076923,27.69230769,86.15384615,0,1446.923077,-0.446483030206243,0.639390845642987
"2344",2343,25721,"Sbisa Luca","Sbisa","Luca","2011-12",22,"ANA","IT","D","D",80,5,19,24,-5,66,5,0,0,88,1434,1.6,2.9,4.5,3.6,3.5,0,7.1,"Sub_ 4389",8,4,"Sbisa Luca_2011-2012",2011,"2011-2012","Sbisa Luca","Luca ","Sbisa",1200000,1.2,4.166666667,15.83333333,20,73.33333333,-4.166666667,1195,4.166666667,15.83333333,20,73.33333333,-4.166666667,1195,-0.49260751693823,0.0187605493343247
"2345",2344,25722,"Sbisa Luca","Sbisa","Luca","2012-13",23,"ANA","IT","D","D",41,1,7,8,0,23,1,0,0,39,813,0,1.6,1.6,-0.9,1.7,0,0.8,"Sub_ 4389",8,5,"Sbisa Luca_2012-2013",2012,"2012-2013","Sbisa Luca","Luca ","Sbisa",1170732,1.170732,0.854166453,5.979165172,6.833331625,33.31249167,0,694.4373264,0.854166453,5.979165172,6.833331625,33.31249167,0,694.4373264,-0.506107231714948,-0.808746512410558
"2346",2345,25723,"Sbisa Luca","Sbisa","Luca","2013-14",24,"ANA","IT","D","D",30,1,5,6,0,43,1,0,0,30,512,0.2,0.7,0.8,0.4,0.3,0,0.7,"Sub_ 4389",8,6,"Sbisa Luca_2013-2014",2013,"2013-2014","Sbisa Luca","Luca ","Sbisa",2600000,2.6,0.384615385,1.923076923,2.307692308,11.53846154,0,196.9230769,0.384615385,1.923076923,2.307692308,11.53846154,0,196.9230769,0.153135297309593,-0.912184895128669
"2347",2346,25724,"Sbisa Luca","Sbisa","Luca","2014-15",25,"VAN","","D","D",76,3,8,11,-8,46,3,0,0,79,1427,-0.2,2.2,2,-1.6,2.1,0,0.6,"Sub_ 4389",8,7,"Sbisa Luca_2014-2015",2014,"2014-2015","Sbisa Luca","Luca ","Sbisa",2900000,2.9,1.034482759,2.75862069,3.793103448,27.24137931,-2.75862069,492.0689655,1.034482759,2.75862069,3.793103448,27.24137931,-2.75862069,492.0689655,0.291508757505555,-0.653588938333393
"2348",2347,25725,"Sbisa Luca","Sbisa","Luca","2015-16",26,"VAN","IT","D","D",41,2,6,8,5,26,2,0,0,29,712,0.2,2.2,2.4,0.4,2.6,0,3.1,"Sub_ 4389",8,8,"Sbisa Luca_2015-2016",2015,"2015-2016","Sbisa Luca","Luca ","Sbisa",3200000,3.2,0.625,1.875,2.5,9.0625,1.5625,222.5,0.625,1.875,2.5,9.0625,1.5625,222.5,0.429882217701517,-0.808746512410558
"2349",2348,25731,"Scandella Marco","Scandella","Marco","2011-12",21,"MIN","CA","D","D",63,3,9,12,-22,19,2,1,0,77,1372,0.1,1.9,2,-1.2,0.5,0,-0.7,"Sub_ 4391",6,2,"Scandella Marco_2011-2012",2011,"2011-2012","Scandella Marco","Marco ","Scandella",672500,0.6725,4.460966543,13.38289963,17.84386617,114.4981413,-32.71375465,2040.148699,4.460966543,13.38289963,17.84386617,114.4981413,-32.71375465,2040.148699,-0.735914184449464,-0.601869746974338
"2350",2349,25732,"Scandella Marco","Scandella","Marco","2012-13",22,"MIN","CA","D","D",6,1,0,1,-1,4,1,0,0,7,87,0.1,0.1,0.3,0,0.3,0,0.3,"Sub_ 4391",6,3,"Scandella Marco_2012-2013",2012,"2012-2013","Scandella Marco","Marco ","Scandella",357073,0.357073,2.800547787,0,2.800547787,19.60383451,-2.800547787,243.6476575,2.800547787,0,2.800547787,19.60383451,-2.800547787,243.6476575,-0.881403269213569,-1.17078085192394
"2351",2350,25733,"Scandella Marco","Scandella","Marco","2013-14",23,"MIN","CA","D","D",76,3,14,17,10,20,3,0,0,80,1430,0.4,4.2,4.6,0.6,5.8,0,6.5,"Sub_ 4391",6,4,"Scandella Marco_2013-2014",2013,"2013-2014","Scandella Marco","Marco ","Scandella",900000,0.9,3.333333333,15.55555556,18.88888889,88.88888889,11.11111111,1588.888889,3.333333333,15.55555556,18.88888889,88.88888889,11.11111111,1588.888889,-0.630980977134193,-0.343273790179062
"2352",2351,25734,"Scandella Marco","Scandella","Marco","2014-15",24,"MIN","CA","D","D",64,11,12,23,8,56,10,1,0,112,1390,2.1,3.8,5.9,4.2,3.8,0,8,"Sub_ 4391",6,5,"Scandella Marco_2014-2015",2014,"2014-2015","Scandella Marco","Marco ","Scandella",1150000,1.15,9.565217391,10.43478261,20,97.39130435,6.956521739,1208.695652,9.565217391,10.43478261,20,97.39130435,6.956521739,1208.695652,-0.515669760304224,-0.0329586420247305
