,Unnamed: 0,NameCode_x,Last_Name_x,First_Name_x,Season_x,Age,Team,Nat,Pos,GP,G,A,PTS,PM,PIM,ESG,PPG,SHG,Shot,TOI,OPS,DPS,PS,OGVT,DGVT,SGVT,GVT,Sub_ID,TotYears,year_number,NameCode_Season,Season_Start,Season_y,NameCode_y,First_Name_y,Last_Name_y,Salary,Sal_mil,a1,a2,a3,a4,a5,a6,goals_million,assists_million,point_/million,shots_million,plus_minus_million,time_on_ice_million
322,3485,Burish Adam,Burish,Adam,2012-13,30.0,SJS,US,C,46,1,2,3,-7,25,0,0,1,39,486,-0.9,0.4,-0.5,-1.7,1.2,0.0,-0.4,Sub_ 611,9,7,Burish Adam_2012-2013,2012,2012-2013,Burish Adam,Adam ,Burish,1082927,1.082927,0.9234232778386724,1.8468465556773448,2.7702698335160174,36.013507835708225,-6.463962944870707,448.7837130295948,0.9234232778386724,1.8468465556773448,2.7702698335160174,36.013507835708225,-6.463962944870707,448.7837130295948
323,3486,Burish Adam,Burish,Adam,2013-14,31.0,SJS,US,RW,15,0,0,0,-4,6,0,0,0,9,144,-0.4,0.0,-0.4,-1.1,0.2,0.0,-0.9,Sub_ 611,9,8,Burish Adam_2013-2014,2013,2013-2014,Burish Adam,Adam ,Burish,1850000,1.85,0.0,0.0,0.0,4.864864864864865,-2.162162162162162,77.83783783783784,0.0,0.0,0.0,4.864864864864865,-2.162162162162162,77.83783783783784
324,3491,Burmistrov Alexander,Burmistrov,Alexander,2015-16,24.0,WPG,SU,C,81,7,14,21,-11,32,7,0,0,102,1310,-0.5,0.9,0.4,-0.4,1.6,0.0,1.3,Sub_ 612,4,4,Burmistrov Alexander_2015-2016,2015,2015-2016,Burmistrov Alexander,Alexander ,Burmistrov,1500000,1.5,4.666666666666667,9.333333333333334,14.0,68.0,-7.333333333333333,873.3333333333334,4.666666666666667,9.333333333333334,14.0,68.0,-7.333333333333333,873.3333333333334
325,3500,Burns Brent,Burns,Brent,2011-12,26.0,SJS,CA,D,81,11,26,37,8,34,6,5,0,201,1826,3.2,4.8,7.9,6.3,5.3,0.3,11.9,Sub_ 614,12,8,Burns Brent_2011-2012,2011,2011-2012,Burns Brent,Brent ,Burns,4000000,4.0,2.75,6.5,9.25,50.25,2.0,456.5,2.75,6.5,9.25,50.25,2.0,456.5
326,3501,Burns Brent,Burns,Brent,2012-13,27.0,SJS,CA,D,30,9,11,20,0,20,7,2,0,81,488,2.7,1.3,4.0,3.3,1.1,-0.3,4.1,Sub_ 614,12,9,Burns Brent_2012-2013,2012,2012-2013,Burns Brent,Brent ,Burns,5760000,5.76,1.5625,1.9097222222222223,3.4722222222222223,14.0625,0.0,84.72222222222223,1.5625,1.9097222222222223,3.4722222222222223,14.0625,0.0,84.72222222222223
327,3502,Burns Brent,Burns,Brent,2013-14,28.0,SJS,CA,RW,69,22,26,48,26,34,20,2,0,245,1160,4.5,2.4,6.9,7.9,4.4,-0.6,11.8,Sub_ 614,12,10,Burns Brent_2013-2014,2013,2013-2014,Burns Brent,Brent ,Burns,5760000,5.76,3.8194444444444446,4.513888888888889,8.333333333333334,42.53472222222222,4.513888888888889,201.38888888888889,3.8194444444444446,4.513888888888889,8.333333333333334,42.53472222222222,4.513888888888889,201.38888888888889
328,3503,Burns Brent,Burns,Brent,2014-15,29.0,SJS,CA,D,82,17,43,60,-9,65,10,7,0,245,1964,6.1,3.4,9.5,11.7,3.0,0.4,15.1,Sub_ 614,12,11,Burns Brent_2014-2015,2014,2014-2015,Burns Brent,Brent ,Burns,5760000,5.76,2.951388888888889,7.465277777777778,10.416666666666668,42.53472222222222,-1.5625,340.97222222222223,2.951388888888889,7.465277777777778,10.416666666666668,42.53472222222222,-1.5625,340.97222222222223
329,3504,Burns Brent,Burns,Brent,2015-16,30.0,SJS,CA,D,82,27,48,75,-5,53,19,7,1,353,2121,8.8,4.1,12.9,18.1,4.9,0.5,23.5,Sub_ 614,12,12,Burns Brent_2015-2016,2015,2015-2016,Burns Brent,Brent ,Burns,5760000,5.76,4.6875,8.333333333333334,13.020833333333334,61.28472222222222,-0.8680555555555556,368.2291666666667,4.6875,8.333333333333334,13.020833333333334,61.28472222222222,-0.8680555555555556,368.2291666666667
330,3552,Burrows Alexandre,Burrows,Alexandre,2011-12,30.0,VAN,CA,LW,80,28,24,52,24,90,23,3,2,198,1478,4.7,2.5,7.2,8.9,4.9,2.2,16.0,Sub_ 620,11,7,Burrows Alexandre_2011-2012,2011,2011-2012,Burrows Alexandre,Alexandre ,Burrows,2000000,2.0,14.0,12.0,26.0,99.0,12.0,739.0,14.0,12.0,26.0,99.0,12.0,739.0
331,3553,Burrows Alexandre,Burrows,Alexandre,2012-13,31.0,VAN,CA,LW,47,13,11,24,15,54,12,1,0,140,889,1.7,1.7,3.4,2.0,4.0,-1.2,4.8,Sub_ 620,11,8,Burrows Alexandre_2012-2013,2012,2012-2013,Burrows Alexandre,Alexandre ,Burrows,1170732,1.170732,11.104163890625694,9.395830984375586,20.499994875001278,119.58330343750747,12.8124967968758,759.3539768281723,11.104163890625694,9.395830984375586,20.499994875001278,119.58330343750747,12.8124967968758,759.3539768281723
332,3554,Burrows Alexandre,Burrows,Alexandre,2013-14,32.0,VAN,CA,LW,49,5,10,15,-9,71,3,2,0,104,873,-0.2,0.8,0.6,-1.3,1.3,-0.5,-0.6,Sub_ 620,11,9,Burrows Alexandre_2013-2014,2013,2013-2014,Burrows Alexandre,Alexandre ,Burrows,6000000,6.0,0.8333333333333334,1.6666666666666667,2.5,17.333333333333332,-1.5,145.5,0.8333333333333334,1.6666666666666667,2.5,17.333333333333332,-1.5,145.5
333,3555,Burrows Alexandre,Burrows,Alexandre,2014-15,33.0,VAN,CA,RW/LW,70,18,15,33,0,68,13,4,1,145,1083,2.7,1.1,3.9,4.8,2.4,0.6,7.8,Sub_ 620,11,10,Burrows Alexandre_2014-2015,2014,2014-2015,Burrows Alexandre,Alexandre ,Burrows,5000000,5.0,3.6,3.0,6.6,29.0,0.0,216.6,3.6,3.0,6.6,29.0,0.0,216.6
334,3556,Burrows Alexandre,Burrows,Alexandre,2015-16,34.0,VAN,CA,RW,79,9,13,22,-13,49,7,2,0,135,1198,0.1,1.0,1.1,0.1,1.7,0.5,2.2,Sub_ 620,11,11,Burrows Alexandre_2015-2016,2015,2015-2016,Burrows Alexandre,Alexandre ,Burrows,4000000,4.0,2.25,3.25,5.5,33.75,-3.25,299.5,2.25,3.25,5.5,33.75,-3.25,299.5
335,3627,Butler Chris,Butler,Chris,2011-12,25.0,CGY,US,D,68,2,13,15,-9,34,2,0,0,62,1469,0.2,2.8,3.0,-0.5,3.2,0.0,2.7,Sub_ 630,8,4,Butler Chris_2011-2012,2011,2011-2012,Butler Chris,Chris ,Butler,1300000,1.3,1.5384615384615383,10.0,11.538461538461538,47.69230769230769,-6.9230769230769225,1130.0,1.5384615384615383,10.0,11.538461538461538,47.69230769230769,-6.9230769230769225,1130.0
336,3628,Butler Chris,Butler,Chris,2012-13,26.0,CGY,US,D,44,1,7,8,-10,19,0,0,1,40,750,0.1,0.8,0.9,0.2,0.9,0.0,1.0,Sub_ 630,8,5,Butler Chris_2012-2013,2012,2012-2013,Butler Chris,Chris ,Butler,702439,0.702439,1.423611160542054,9.965278123794379,11.388889284336432,56.944446421682166,-14.236111605420541,1067.7083704065406,1.423611160542054,9.965278123794379,11.388889284336432,56.944446421682166,-14.236111605420541,1067.7083704065406
337,3629,Butler Chris,Butler,Chris,2013-14,27.0,CGY,US,D,82,2,14,16,-23,39,2,0,0,83,1662,-0.1,2.1,2.1,0.3,2.4,0.0,2.7,Sub_ 630,8,6,Butler Chris_2013-2014,2013,2013-2014,Butler Chris,Chris ,Butler,1700000,1.7,1.1764705882352942,8.23529411764706,9.411764705882353,48.82352941176471,-13.529411764705882,977.6470588235294,1.1764705882352942,8.23529411764706,9.411764705882353,48.82352941176471,-13.529411764705882,977.6470588235294
338,3630,Butler Chris,Butler,Chris,2014-15,28.0,STL,US,D,33,3,6,9,8,23,2,0,1,54,567,0.6,1.9,2.5,0.2,2.5,0.0,2.8,Sub_ 630,8,7,Butler Chris_2014-2015,2014,2014-2015,Butler Chris,Chris ,Butler,650000,0.65,4.615384615384615,9.23076923076923,13.846153846153845,83.07692307692308,12.307692307692307,872.3076923076923,4.615384615384615,9.23076923076923,13.846153846153845,83.07692307692308,12.307692307692307,872.3076923076923
339,3693,Byfuglien Dustin,Byfuglien,Dustin,2011-12,26.0,WPG,US,D,66,12,41,53,-8,72,8,4,0,223,1592,5.5,2.2,7.6,11.3,1.4,0.0,12.7,Sub_ 643,11,7,Byfuglien Dustin_2011-2012,2011,2011-2012,Byfuglien Dustin,Dustin ,Byfuglien,4250000,4.25,2.823529411764706,9.647058823529411,12.470588235294118,52.470588235294116,-1.8823529411764706,374.5882352941176,2.823529411764706,9.647058823529411,12.470588235294118,52.470588235294116,-1.8823529411764706,374.5882352941176
340,3694,Byfuglien Dustin,Byfuglien,Dustin,2012-13,27.0,WPG,US,D,43,8,20,28,-1,34,4,4,0,142,1049,2.8,1.8,4.6,5.4,1.6,-0.3,6.7,Sub_ 643,11,8,Byfuglien Dustin_2012-2013,2012,2012-2013,Byfuglien Dustin,Dustin ,Byfuglien,2487805,2.487805,3.215686116878132,8.03921529219533,11.254901409073462,57.07842857458684,-0.4019607646097665,421.65684207564505,3.215686116878132,8.03921529219533,11.254901409073462,57.07842857458684,-0.4019607646097665,421.65684207564505
341,3695,Byfuglien Dustin,Byfuglien,Dustin,2013-14,28.0,WPG,US,D,78,20,36,56,-20,86,12,8,0,256,1801,6.4,1.9,8.3,11.7,0.0,-0.3,11.4,Sub_ 643,11,9,Byfuglien Dustin_2013-2014,2013,2013-2014,Byfuglien Dustin,Dustin ,Byfuglien,5750000,5.75,3.4782608695652173,6.260869565217392,9.73913043478261,44.52173913043478,-3.4782608695652173,313.2173913043478,3.4782608695652173,6.260869565217392,9.73913043478261,44.52173913043478,-3.4782608695652173,313.2173913043478
342,3696,Byfuglien Dustin,Byfuglien,Dustin,2014-15,29.0,WPG,US,D,69,18,27,45,5,124,13,5,0,209,1565,5.3,3.5,8.8,9.3,2.8,0.0,12.2,Sub_ 643,11,10,Byfuglien Dustin_2014-2015,2014,2014-2015,Byfuglien Dustin,Dustin ,Byfuglien,5750000,5.75,3.130434782608696,4.695652173913044,7.826086956521739,36.34782608695652,0.8695652173913043,272.17391304347825,3.130434782608696,4.695652173913044,7.826086956521739,36.34782608695652,0.8695652173913043,272.17391304347825
343,3697,Byfuglien Dustin,Byfuglien,Dustin,2015-16,30.0,WPG,US,D,81,19,34,53,4,119,15,3,1,247,2041,5.6,4.1,9.7,9.3,4.9,0.0,14.2,Sub_ 643,11,11,Byfuglien Dustin_2015-2016,2015,2015-2016,Byfuglien Dustin,Dustin ,Byfuglien,6000000,6.0,3.1666666666666665,5.666666666666667,8.833333333333334,41.166666666666664,0.6666666666666666,340.1666666666667,3.1666666666666665,5.666666666666667,8.833333333333334,41.166666666666664,0.6666666666666666,340.1666666666667
344,3712,Byron Paul,Byron,Paul,2012-13,23.0,CGY,CA,C,4,0,1,1,-2,2,0,0,0,1,42,0.0,0.0,0.0,0.1,-0.1,0.0,0.0,Sub_ 647,6,3,Byron Paul_2012-2013,2012,2012-2013,Byron Paul,Paul ,Byron,327805,0.327805,0.0,3.050594103201598,3.050594103201598,3.050594103201598,-6.101188206403196,128.12495233446714,0.0,3.050594103201598,3.050594103201598,3.050594103201598,-6.101188206403196,128.12495233446714
345,3713,Byron Paul,Byron,Paul,2013-14,24.0,CGY,CA,C,47,7,14,21,6,27,4,2,1,46,679,1.2,1.1,2.3,2.7,2.6,0.6,5.9,Sub_ 647,6,4,Byron Paul_2013-2014,2013,2013-2014,Byron Paul,Paul ,Byron,643500,0.6435,10.878010878010878,21.756021756021756,32.634032634032636,71.48407148407149,9.324009324009324,1055.1670551670552,10.878010878010878,21.756021756021756,32.634032634032636,71.48407148407149,9.324009324009324,1055.1670551670552
346,3714,Byron Paul,Byron,Paul,2014-15,25.0,CGY,CA,C/LW,57,6,13,19,-2,8,5,1,0,62,825,0.5,0.8,1.3,0.2,2.3,0.0,2.5,Sub_ 647,6,5,Byron Paul_2014-2015,2014,2014-2015,Byron Paul,Paul ,Byron,600000,0.6,10.0,21.666666666666668,31.666666666666668,103.33333333333334,-3.3333333333333335,1375.0,10.0,21.666666666666668,31.666666666666668,103.33333333333334,-3.3333333333333335,1375.0
347,3715,Byron Paul,Byron,Paul,2015-16,26.0,MTL,CA,C,62,11,7,18,-9,11,8,0,3,50,853,0.8,0.6,1.4,1.5,2.1,0.2,3.8,Sub_ 647,6,6,Byron Paul_2015-2016,2015,2015-2016,Byron Paul,Paul ,Byron,900000,0.9,12.222222222222221,7.777777777777778,20.0,55.55555555555556,-10.0,947.7777777777777,12.222222222222221,7.777777777777778,20.0,55.55555555555556,-10.0,947.7777777777777
348,3761,Callahan Ryan,Callahan,Ryan,2011-12,26.0,NYR,US,RW,76,29,25,54,-8,61,15,13,1,235,1599,4.8,1.6,6.4,7.1,3.7,0.5,11.3,Sub_ 658,10,6,Callahan Ryan_2011-2012,2011,2011-2012,Callahan Ryan,Ryan ,Callahan,4000000,4.0,7.25,6.25,13.5,58.75,-2.0,399.75,7.25,6.25,13.5,58.75,-2.0,399.75
349,3762,Callahan Ryan,Callahan,Ryan,2012-13,27.0,NYR,US,RW,45,16,15,31,9,12,8,6,2,144,968,2.7,1.5,4.2,4.4,2.4,0.4,7.2,Sub_ 658,10,7,Callahan Ryan_2012-2013,2012,2012-2013,Callahan Ryan,Ryan ,Callahan,4000000,4.0,4.0,3.75,7.75,36.0,2.25,242.0,4.0,3.75,7.75,36.0,2.25,242.0
350,3763,Callahan Ryan,Callahan,Ryan,2013-14,28.0,TOT,US,RW,65,17,19,36,1,24,9,7,1,163,1212,2.6,1.5,4.1,2.8,3.0,-0.8,5.0,Sub_ 658,10,8,Callahan Ryan_2013-2014,2013,2013-2014,Callahan Ryan,Ryan ,Callahan,4825000,4.825,3.523316062176166,3.937823834196891,7.461139896373057,33.78238341968912,0.20725388601036268,251.19170984455957,3.523316062176166,3.937823834196891,7.461139896373057,33.78238341968912,0.20725388601036268,251.19170984455957
351,3764,Callahan Ryan,Callahan,Ryan,2014-15,29.0,TBL,US,RW,77,24,30,54,9,41,14,10,0,191,1366,5.0,1.6,6.6,9.4,1.8,0.4,11.7,Sub_ 658,10,9,Callahan Ryan_2014-2015,2014,2014-2015,Callahan Ryan,Ryan ,Callahan,6000000,6.0,4.0,5.0,9.0,31.833333333333332,1.5,227.66666666666666,4.0,5.0,9.0,31.833333333333332,1.5,227.66666666666666
352,3765,Callahan Ryan,Callahan,Ryan,2015-16,30.0,TBL,US,RW,73,10,18,28,-5,45,8,2,0,156,1258,0.9,1.2,2.1,0.9,2.3,0.7,3.9,Sub_ 658,10,10,Callahan Ryan_2015-2016,2015,2015-2016,Callahan Ryan,Ryan ,Callahan,6400000,6.4,1.5625,2.8125,4.375,24.375,-0.78125,196.5625,1.5625,2.8125,4.375,24.375,-0.78125,196.5625
353,3781,Calvert Matt,Calvert,Matt,2011-12,22.0,CBJ,CA,LW,13,0,3,3,-5,16,0,0,0,4,119,0.0,-0.1,-0.1,-0.4,0.0,0.0,-0.5,Sub_ 663,6,2,Calvert Matt_2011-2012,2011,2011-2012,Calvert Matt,Matt ,Calvert,712500,0.7125,0.0,4.2105263157894735,4.2105263157894735,5.614035087719298,-7.017543859649122,167.01754385964912,0.0,4.2105263157894735,4.2105263157894735,5.614035087719298,-7.017543859649122,167.01754385964912
354,3782,Calvert Matt,Calvert,Matt,2012-13,23.0,CBJ,CA,LW,42,9,7,16,-9,32,8,0,1,63,596,1.1,0.3,1.5,0.3,1.0,-0.3,1.0,Sub_ 663,6,3,Calvert Matt_2012-2013,2012,2012-2013,Calvert Matt,Matt ,Calvert,519207,0.519207,17.334126851140297,13.482098661998009,30.816225513138306,121.33888795798208,-17.334126851140297,1147.904400364402,17.334126851140297,13.482098661998009,30.816225513138306,121.33888795798208,-17.334126851140297,1147.904400364402
355,3783,Calvert Matt,Calvert,Matt,2013-14,24.0,CBJ,CA,LW,56,9,15,24,-1,53,7,2,0,90,902,1.2,1.0,2.2,1.9,1.5,0.0,3.5,Sub_ 663,6,4,Calvert Matt_2013-2014,2013,2013-2014,Calvert Matt,Matt ,Calvert,850000,0.85,10.588235294117647,17.647058823529413,28.235294117647058,105.88235294117648,-1.1764705882352942,1061.1764705882354,10.588235294117647,17.647058823529413,28.235294117647058,105.88235294117648,-1.1764705882352942,1061.1764705882354
356,3784,Calvert Matt,Calvert,Matt,2014-15,25.0,CBJ,CA,LW,56,13,10,23,1,28,13,0,0,93,896,1.5,0.9,2.5,2.9,1.2,-0.8,3.3,Sub_ 663,6,5,Calvert Matt_2014-2015,2014,2014-2015,Calvert Matt,Matt ,Calvert,1125000,1.125,11.555555555555555,8.88888888888889,20.444444444444443,82.66666666666667,0.8888888888888888,796.4444444444445,11.555555555555555,8.88888888888889,20.444444444444443,82.66666666666667,0.8888888888888888,796.4444444444445
357,3785,Calvert Matt,Calvert,Matt,2015-16,26.0,CBJ,CA,LW,73,11,13,24,1,51,10,1,0,114,1104,0.9,1.2,2.1,2.2,3.6,0.0,5.8,Sub_ 663,6,6,Calvert Matt_2015-2016,2015,2015-2016,Calvert Matt,Matt ,Calvert,1500000,1.5,7.333333333333333,8.666666666666666,16.0,76.0,0.6666666666666666,736.0,7.333333333333333,8.666666666666666,16.0,76.0,0.6666666666666666,736.0
358,3821,Campbell Andrew,Campbell,Andrew,2014-15,26.0,ARI,CA,D,33,0,1,1,-13,10,0,0,0,28,579,-0.6,0.4,-0.2,-1.3,-0.5,0.0,-1.9,Sub_ 671,3,2,Campbell Andrew_2014-2015,2014,2014-2015,Campbell Andrew,Andrew ,Campbell,550000,0.55,0.0,1.8181818181818181,1.8181818181818181,50.90909090909091,-23.636363636363633,1052.7272727272727,0.0,1.8181818181818181,1.8181818181818181,50.90909090909091,-23.636363636363633,1052.7272727272727
359,3834,Campbell Brian,Campbell,Brian,2011-12,32.0,FLA,CA,D,82,4,49,53,-9,6,3,1,0,131,2206,3.8,4.6,8.4,8.1,3.0,0.0,11.2,Sub_ 672,16,12,Campbell Brian_2011-2012,2011,2011-2012,Campbell Brian,Brian ,Campbell,7142875,7.142875,0.5599986000035,6.859982850042875,7.419981450046375,18.339954150114625,-1.2599968500078749,308.83922790193026,0.5599986000035,6.859982850042875,7.419981450046375,18.339954150114625,-1.2599968500078749,308.83922790193026
360,3835,Campbell Brian,Campbell,Brian,2012-13,33.0,FLA,CA,D,48,8,19,27,-22,12,2,6,0,70,1268,2.6,1.3,3.9,4.5,0.3,0.0,4.9,Sub_ 672,16,13,Campbell Brian_2012-2013,2012,2012-2013,Campbell Brian,Brian ,Campbell,4181195,4.181195,1.9133286058172365,4.544155438815936,6.457484044633174,16.74162530090082,-5.2616536659974,303.262584022032,1.9133286058172365,4.544155438815936,6.457484044633174,16.74162530090082,-5.2616536659974,303.262584022032
361,3836,Campbell Brian,Campbell,Brian,2013-14,34.0,FLA,CA,D,82,7,30,37,-6,20,5,2,0,116,2211,2.4,4.0,6.3,3.3,3.3,0.0,6.6,Sub_ 672,16,14,Campbell Brian_2013-2014,2013,2013-2014,Campbell Brian,Brian ,Campbell,7142875,7.142875,0.979997550006125,4.19998950002625,5.179987050032375,16.2399594001015,-0.83999790000525,309.5392261519346,0.979997550006125,4.19998950002625,5.179987050032375,16.2399594001015,-0.83999790000525,309.5392261519346
362,3837,Campbell Brian,Campbell,Brian,2014-15,35.0,FLA,CA,D,82,3,24,27,4,22,2,1,0,118,1903,1.0,4.6,5.6,0.6,3.9,-0.3,4.3,Sub_ 672,16,15,Campbell Brian_2014-2015,2014,2014-2015,Campbell Brian,Brian ,Campbell,7142875,7.142875,0.419998950002625,3.359991600021,3.779990550023625,16.51995870010325,0.5599986000035,266.4193339516651,0.419998950002625,3.359991600021,3.779990550023625,16.51995870010325,0.5599986000035,266.4193339516651
363,3838,Campbell Brian,Campbell,Brian,2015-16,36.0,FLA,CA,D,82,6,25,31,31,26,5,0,1,99,1827,1.9,5.8,7.8,2.8,6.5,0.0,9.3,Sub_ 672,16,16,Campbell Brian_2015-2016,2015,2015-2016,Campbell Brian,Brian ,Campbell,7142875,7.142875,0.83999790000525,3.499991250021875,4.339989150027125,13.859965350086625,4.339989150027125,255.77936055159861,0.83999790000525,3.499991250021875,4.339989150027125,13.859965350086625,4.339989150027125,255.77936055159861
364,3863,Campbell Gregory,Campbell,Gregory,2011-12,28.0,BOS,CA,C,78,8,8,16,-3,80,8,0,0,74,998,-0.1,0.6,0.6,0.2,1.7,0.0,1.9,Sub_ 676,12,8,Campbell Gregory_2011-2012,2011,2011-2012,Campbell Gregory,Gregory ,Campbell,1000000,1.0,8.0,8.0,16.0,74.0,-3.0,998.0,8.0,8.0,16.0,74.0,-3.0,998.0
365,3864,Campbell Gregory,Campbell,Gregory,2012-13,29.0,BOS,CA,C,48,4,9,13,2,41,3,0,1,52,658,0.1,0.8,0.9,-0.2,2.5,0.0,2.3,Sub_ 676,12,9,Campbell Gregory_2012-2013,2012,2012-2013,Campbell Gregory,Gregory ,Campbell,819512,0.819512,4.880953543084177,10.982145471939399,15.863099015023575,63.4523960600943,2.4404767715420883,802.916857837347,4.880953543084177,10.982145471939399,15.863099015023575,63.4523960600943,2.4404767715420883,802.916857837347
366,3865,Campbell Gregory,Campbell,Gregory,2013-14,30.0,BOS,CA,C,82,8,13,21,1,47,7,0,1,84,976,0.5,0.9,1.4,1.2,2.1,0.0,3.3,Sub_ 676,12,10,Campbell Gregory_2013-2014,2013,2013-2014,Campbell Gregory,Gregory ,Campbell,1700000,1.7,4.705882352941177,7.647058823529412,12.352941176470589,49.411764705882355,0.5882352941176471,574.1176470588235,4.705882352941177,7.647058823529412,12.352941176470589,49.411764705882355,0.5882352941176471,574.1176470588235
367,3866,Campbell Gregory,Campbell,Gregory,2014-15,31.0,BOS,CA,C,70,6,6,12,1,45,5,0,1,64,849,-0.3,1.0,0.6,-0.6,2.3,0.0,1.7,Sub_ 676,12,11,Campbell Gregory_2014-2015,2014,2014-2015,Campbell Gregory,Gregory ,Campbell,1700000,1.7,3.5294117647058822,3.5294117647058822,7.0588235294117645,37.64705882352941,0.5882352941176471,499.4117647058824,3.5294117647058822,3.5294117647058822,7.0588235294117645,37.64705882352941,0.5882352941176471,499.4117647058824
368,3867,Campbell Gregory,Campbell,Gregory,2015-16,32.0,CBJ,CA,C,82,3,8,11,-6,78,3,0,0,58,866,-0.8,0.7,-0.2,-1.4,2.3,0.0,0.9,Sub_ 676,12,12,Campbell Gregory_2015-2016,2015,2015-2016,Campbell Gregory,Gregory ,Campbell,1700000,1.7,1.7647058823529411,4.705882352941177,6.470588235294118,34.11764705882353,-3.5294117647058822,509.4117647058824,1.7647058823529411,4.705882352941177,6.470588235294118,34.11764705882353,-3.5294117647058822,509.4117647058824
369,3929,Carcillo Daniel,Carcillo,Daniel,2011-12,27.0,CHI,CA,LW,28,2,9,11,10,82,2,0,0,27,319,0.6,0.7,1.2,1.3,1.6,0.0,2.9,Sub_ 687,9,6,Carcillo Daniel_2011-2012,2011,2011-2012,Carcillo Daniel,Daniel ,Carcillo,775000,0.775,2.5806451612903225,11.612903225806452,14.193548387096774,34.83870967741935,12.903225806451612,411.61290322580646,2.5806451612903225,11.612903225806452,14.193548387096774,34.83870967741935,12.903225806451612,411.61290322580646
370,3930,Carcillo Daniel,Carcillo,Daniel,2012-13,28.0,CHI,CA,LW,23,2,1,3,1,11,2,0,0,23,207,0.0,0.2,0.2,-0.8,0.4,0.0,-0.4,Sub_ 687,9,7,Carcillo Daniel_2012-2013,2012,2012-2013,Carcillo Daniel,Daniel ,Carcillo,800000,0.8,2.5,1.25,3.75,28.75,1.25,258.75,2.5,1.25,3.75,28.75,1.25,258.75
371,3931,Carcillo Daniel,Carcillo,Daniel,2013-14,29.0,TOT,CA,LW,57,4,1,5,-1,100,4,0,0,44,529,-0.5,0.6,0.2,-2.3,1.0,0.0,-1.3,Sub_ 687,9,8,Carcillo Daniel_2013-2014,2013,2013-2014,Carcillo Daniel,Daniel ,Carcillo,850000,0.85,4.705882352941177,1.1764705882352942,5.882352941176471,51.76470588235294,-1.1764705882352942,622.3529411764706,4.705882352941177,1.1764705882352942,5.882352941176471,51.76470588235294,-1.1764705882352942,622.3529411764706
372,3932,Carcillo Daniel,Carcillo,Daniel,2014-15,30.0,CHI,CA,LW,39,4,4,8,3,54,4,0,0,42,319,0.5,0.5,1.0,0.6,1.0,0.0,1.5,Sub_ 687,9,9,Carcillo Daniel_2014-2015,2014,2014-2015,Carcillo Daniel,Daniel ,Carcillo,550000,0.55,7.2727272727272725,7.2727272727272725,14.545454545454545,76.36363636363636,5.454545454545454,580.0,7.2727272727272725,7.2727272727272725,14.545454545454545,76.36363636363636,5.454545454545454,580.0
373,3938,Carey Matt,Carey,Matt,2013-14,21.0,CHI,,LW,2,1,0,1,-1,2,1,0,0,1,19,0.2,0.0,0.1,0.2,0.0,0.0,0.2,Sub_ 691,1,1,Carey Matt_2013-2014,2013,2013-2014,Carey Matt,Matt ,Carey,1110000,1.11,0.9009009009009008,0.0,0.9009009009009008,0.9009009009009008,-0.9009009009009008,17.117117117117115,0.9009009009009008,0.0,0.9009009009009008,0.9009009009009008,-0.9009009009009008,17.117117117117115
374,3939,Carey Paul,Carey,Paul,2013-14,25.0,COL,,C,12,0,0,0,2,0,0,0,0,6,77,-0.2,0.2,-0.1,-0.6,0.3,0.0,-0.3,Sub_ 692,3,1,Carey Paul_2013-2014,2013,2013-2014,Carey Paul,Paul ,Carey,737500,0.7375,0.0,0.0,0.0,8.135593220338983,2.711864406779661,104.40677966101694,0.0,0.0,0.0,8.135593220338983,2.711864406779661,104.40677966101694
375,3946,Carkner Matt,Carkner,Matt,2011-12,31.0,OTT,CA,D,29,1,2,3,0,33,1,0,0,17,345,0.0,0.5,0.6,-0.1,0.3,0.0,0.2,Sub_ 693,7,5,Carkner Matt_2011-2012,2011,2011-2012,Carkner Matt,Matt ,Carkner,700000,0.7,1.4285714285714286,2.857142857142857,4.285714285714286,24.28571428571429,0.0,492.8571428571429,1.4285714285714286,2.857142857142857,4.285714285714286,24.28571428571429,0.0,492.8571428571429
376,3947,Carkner Matt,Carkner,Matt,2012-13,32.0,NYI,CA,D,22,0,2,2,-2,46,0,0,0,19,277,-0.1,0.4,0.3,-0.5,0.4,0.0,0.0,Sub_ 693,7,6,Carkner Matt_2012-2013,2012,2012-2013,Carkner Matt,Matt ,Carkner,878049,0.878049,0.0,2.2777772083334757,2.2777772083334757,21.63888347916802,-2.2777772083334757,315.4721433541864,0.0,2.2777772083334757,2.2777772083334757,21.63888347916802,-2.2777772083334757,315.4721433541864
377,3948,Carkner Matt,Carkner,Matt,2013-14,33.0,NYI,CA,D,53,0,3,3,-10,149,0,0,0,50,635,-0.5,0.4,0.0,-1.3,0.1,0.0,-1.2,Sub_ 693,7,7,Carkner Matt_2013-2014,2013,2013-2014,Carkner Matt,Matt ,Carkner,1500000,1.5,0.0,2.0,2.0,33.333333333333336,-6.666666666666667,423.3333333333333,0.0,2.0,2.0,33.333333333333336,-6.666666666666667,423.3333333333333
